CCD,PDB,nuc_len,prot_len,split,json
BRU,3OH6,23,288,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3OH6/BRU_3OH6.json
BRU,3OH9,22,288,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3OH9/BRU_3OH9.json
BRU,3QSC,11,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3QSC/BRU_3QSC.json
BRU,3QXR,44,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3QXR/BRU_3QXR.json
BRU,3TQ6,44,194,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3TQ6/BRU_3TQ6.json
BRU,3VWB,52,116,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3VWB/BRU_3VWB.json
BRU,4NOD,88,380,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/4NOD/BRU_4NOD.json
BRU,4RIP,11,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/4RIP/BRU_4RIP.json
BRU,5EV1,8,198,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5EV1/BRU_5EV1.json
BRU,5EV2,8,198,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5EV2/BRU_5EV2.json
BRU,5EV3,8,196,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5EV3/BRU_5EV3.json
BRU,5EV4,9,197,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5EV4/BRU_5EV4.json
BRU,5MVL,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5MVL/BRU_5MVL.json
BRU,5VBJ,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5VBJ/BRU_5VBJ.json
BRU,5W1Z,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/5W1Z/BRU_5W1Z.json
BRU,6JJE,28,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6JJE/BRU_6JJE.json
BRU,6M4T,52,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6M4T/BRU_6M4T.json
BRU,6ROR,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6ROR/BRU_6ROR.json
BRU,6TZR,22,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6TZR/BRU_6TZR.json
BRU,6WCK,44,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6WCK/BRU_6WCK.json
BRU,6XLW,8,199,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6XLW/BRU_6XLW.json
BRU,6XLX,8,196,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/6XLX/BRU_6XLX.json
BRU,7K30,54,395,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/7K30/BRU_7K30.json
BRU,7K32,54,395,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/7K32/BRU_7K32.json
BRU,7S3A,8,199,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/7S3A/BRU_7S3A.json
BRU,7XKM,24,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/7XKM/BRU_7XKM.json
BRU,8EJP,34,112,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/8EJP/BRU_8EJP.json
BRU,9C7A,8,196,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/9C7A/BRU_9C7A.json
BRU,9C7B,8,201,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/9C7B/BRU_9C7B.json
BRU,9EFF,24,102,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/9EFF/BRU_9EFF.json
C2S,4XIC,30,59,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C2S/4XIC/C2S_4XIC.json
C34,133D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C34/133D/C34_133D.json
C34,2OKS,10,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C34/2OKS/C34_2OKS.json
C34,6GCF,24,306,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C34/6GCF/C34_6GCF.json
C36,1MHT,25,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C36/1MHT/C36_1MHT.json
C37,4DKJ,28,388,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C37/4DKJ/C37_4DKJ.json
C38,1ANA,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/1ANA/C38_1ANA.json
C38,1MEY,26,111,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/1MEY/C38_1MEY.json
C38,1UE2,9,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/1UE2/C38_1UE2.json
C38,1V3O,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/1V3O/C38_1V3O.json
C38,1V3P,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/1V3P/C38_1V3P.json
C38,2PVI,26,312,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/2PVI/C38_2PVI.json
C38,3I5L,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/3I5L/C38_3I5L.json
C38,3OMJ,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C38/3OMJ/C38_3OMJ.json
C45,1DA2,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C45/1DA2/C45_1DA2.json
C45,1I3T,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C45/1I3T/C45_1I3T.json
C45,1I47,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C45/1I47/C45_1I47.json
C45,1J8L,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C45/1J8L/C45_1J8L.json
C46,223D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C46/223D/C46_223D.json
C46,417D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C46/417D/C46_417D.json
C49,1DCT,36,324,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/1DCT/C49_1DCT.json
C49,7L4C,36,353,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4C/C49_7L4C.json
C49,7L4F,36,350,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4F/C49_7L4F.json
C49,7L4H,36,352,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4H/C49_7L4H.json
C49,7L4K,36,352,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4K/C49_7L4K.json
C49,7L4M,36,350,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4M/C49_7L4M.json
C49,7L4N,36,352,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/7L4N/C49_7L4N.json
C49,8T1U,36,353,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/C49/8T1U/C49_8T1U.json
CBR,101D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/101D/CBR_101D.json
CBR,154D,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/154D/CBR_154D.json
CBR,1AWC,42,263,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1AWC/CBR_1AWC.json
CBR,1DN4,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1DN4/CBR_1DN4.json
CBR,1DN5,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1DN5/CBR_1DN5.json
CBR,1EM0,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1EM0/CBR_1EM0.json
CBR,1F6J,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1F6J/CBR_1F6J.json
CBR,1FUF,28,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1FUF/CBR_1FUF.json
CBR,1IH2,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1IH2/CBR_1IH2.json
CBR,1IH6,48,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1IH6/CBR_1IH6.json
CBR,1IJW,28,47,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1IJW/CBR_1IJW.json
CBR,1IK5,28,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1IK5/CBR_1IK5.json
CBR,1J9H,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1J9H/CBR_1J9H.json
CBR,1P1Y,13,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1P1Y/CBR_1P1Y.json
CBR,1UHX,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1UHX/CBR_1UHX.json
CBR,1UHY,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1UHY/CBR_1UHY.json
CBR,1V3N,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1V3N/CBR_1V3N.json
CBR,1VTF,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/1VTF/CBR_1VTF.json
CBR,238D,10,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/238D/CBR_238D.json
CBR,242D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/242D/CBR_242D.json
CBR,2G91,17,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/2G91/CBR_2G91.json
CBR,2GOT,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/2GOT/CBR_2GOT.json
CBR,2PIS,26,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/2PIS/CBR_2PIS.json
CBR,318D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/318D/CBR_318D.json
CBR,319D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/319D/CBR_319D.json
CBR,358D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/358D/CBR_358D.json
CBR,365D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/365D/CBR_365D.json
CBR,376D,9,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/376D/CBR_376D.json
CBR,380D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/380D/CBR_380D.json
CBR,3BNA,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/3BNA/CBR_3BNA.json
CBR,421D,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/421D/CBR_421D.json
CBR,458D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/458D/CBR_458D.json
CBR,459D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/459D/CBR_459D.json
CBR,474D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/474D/CBR_474D.json
CBR,4BNA,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/4BNA/CBR_4BNA.json
CBR,4L26,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/4L26/CBR_4L26.json
CBR,5AY2,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/5AY2/CBR_5AY2.json
CBR,5AY3,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/5AY3/CBR_5AY3.json
CBR,5AY4,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/5AY4/CBR_5AY4.json
CBR,5IX7,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/5IX7/CBR_5IX7.json
CBR,6BNA,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/6BNA/CBR_6BNA.json
CBR,6LBW,22,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/6LBW/CBR_6LBW.json
CBR,6M5B,10,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/6M5B/CBR_6M5B.json
CBR,6TZS,22,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/6TZS/CBR_6TZS.json
CBR,7ECJ,36,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/7ECJ/CBR_7ECJ.json
CBR,7ECK,24,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/7ECK/CBR_7ECK.json
CBR,7ECL,24,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/7ECL/CBR_7ECL.json
CBR,7YVX,10,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/7YVX/CBR_7YVX.json
CBR,8CXF,54,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBR/8CXF/CBR_8CXF.json
CBV,1LNT,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/1LNT/CBV_1LNT.json
CBV,1QBP,30,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/1QBP/CBV_1QBP.json
CBV,430D,29,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/430D/CBV_430D.json
CBV,5LQO,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5LQO/CBV_5LQO.json
CBV,5LR3,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5LR3/CBV_5LR3.json
CBV,5NDH,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NDH/CBV_5NDH.json
CBV,5NDI,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NDI/CBV_5NDI.json
CBV,5NEF,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NEF/CBV_5NEF.json
CBV,5NEO,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NEO/CBV_5NEO.json
CBV,5NEP,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NEP/CBV_5NEP.json
CBV,5NEQ,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NEQ/CBV_5NEQ.json
CBV,5NEX,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NEX/CBV_5NEX.json
CBV,5NOM,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NOM/CBV_5NOM.json
CBV,5NWQ,41,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NWQ/CBV_5NWQ.json
CBV,5NY8,41,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NY8/CBV_5NY8.json
CBV,5NZ3,41,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NZ3/CBV_5NZ3.json
CBV,5NZ6,41,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NZ6/CBV_5NZ6.json
CBV,5NZD,41,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5NZD/CBV_5NZD.json
CBV,5T5A,62,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/5T5A/CBV_5T5A.json
CBV,6HBT,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6HBT/CBV_6HBT.json
CBV,6HBX,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6HBX/CBV_6HBX.json
CBV,6HC5,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6HC5/CBV_6HC5.json
CBV,6R47,65,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6R47/CBV_6R47.json
CBV,6TF0,52,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6TF0/CBV_6TF0.json
CBV,6TFH,52,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6TFH/CBV_6TFH.json
CBV,6YL5,35,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6YL5/CBV_6YL5.json
CBV,6YLB,36,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6YLB/CBV_6YLB.json
CBV,6YMK,35,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6YMK/CBV_6YMK.json
CBV,6YML,35,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6YML/CBV_6YML.json
CBV,6YMM,35,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/6YMM/CBV_6YMM.json
CBV,8HB1,54,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/8HB1/CBV_8HB1.json
CBV,8HB3,55,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/8HB3/CBV_8HB3.json
CBV,8I3Z,55,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/8I3Z/CBV_8I3Z.json
CBV,9G4Q,52,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/9G4Q/CBV_9G4Q.json
CBV,9G4R,47,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CBV/9G4R/CBV_9G4R.json
CCC,1Y27,68,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/1Y27/CCC_1Y27.json
CCC,2GDI,160,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/2GDI/CCC_2GDI.json
CCC,2QUW,138,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/2QUW/CCC_2QUW.json
CCC,3DIG,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIG/CCC_3DIG.json
CCC,3DIL,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIL/CCC_3DIL.json
