CCD,PDB,INF_WC,INF_all,TP_WC,FP_WC,FN_WC,TP_all,FP_all,FN_all,note,af3_path,exp_path
A3P,1Q3V,0.9407,0.9014,63,6,2,223,32,17,,../MODNAP_AF3_models/A3P/1Q3V/af_output/a3p_1q3v/a3p_1q3v_model.cif,../MODNAP/A3P/1Q3V/A3P_1Q3V.pdb
A40,1D35,1.0,1.0,4,0,0,18,0,0,,../MODNAP_AF3_models/A40/1D35/af_output/a40_1d35/a40_1d35_model.cif,../MODNAP/A40/1D35/A40_1D35.pdb
A40,2D34,0.8165,0.9487,4,0,2,18,0,2,,../MODNAP_AF3_models/A40/2D34/af_output/a40_2d34/a40_2d34_model.cif,../MODNAP/A40/2D34/A40_2D34.pdb
A47,1EDR,0.977,0.9714,21,1,0,67,4,0,,../MODNAP_AF3_models/A47/1EDR/af_output/a47_1edr/a47_1edr_model.cif,../MODNAP/A47/1EDR/A47_1EDR.pdb
A47,456D,1.0,0.9714,22,0,0,67,4,0,,../MODNAP_AF3_models/A47/456D/af_output/a47_456d/a47_456d_model.cif,../MODNAP/A47/456D/A47_456D.pdb
A47,457D,1.0,0.9641,22,0,0,66,5,0,,../MODNAP_AF3_models/A47/457D/af_output/a47_457d/a47_457d_model.cif,../MODNAP/A47/457D/A47_457D.pdb
A5M,1YRM,0.9375,0.8853,30,2,2,53,3,11,,../MODNAP_AF3_models/A5M/1YRM/af_output/a5m_1yrm/a5m_1yrm_model.cif,../MODNAP/A5M/1YRM/A5M_1YRM.pdb
A5M,1YZD,0.959,0.9136,35,2,1,58,4,7,,../MODNAP_AF3_models/A5M/1YZD/af_output/a5m_1yzd/a5m_1yzd_model.cif,../MODNAP/A5M/1YZD/A5M_1YZD.pdb
A5M,1Z79,0.9682,0.9116,30,0,2,55,1,10,,../MODNAP_AF3_models/A5M/1Z79/af_output/a5m_1z79/a5m_1z79_model.cif,../MODNAP/A5M/1Z79/A5M_1Z79.pdb
AS,1D14,1.0,1.0,4,0,0,18,0,0,,../MODNAP_AF3_models/AS/1D14/af_output/as_1d14/as_1d14_model.cif,../MODNAP/AS/1D14/AS_1D14.pdb
AS,1D21,0.0,1.0,0,0,0,5,0,0,,../MODNAP_AF3_models/AS/1D21/af_output/as_1d21/as_1d21_model.cif,../MODNAP/AS/1D21/AS_1D21.pdb
AS,1D22,0.0,1.0,0,0,0,5,0,0,,../MODNAP_AF3_models/AS/1D22/af_output/as_1d22/as_1d22_model.cif,../MODNAP/AS/1D22/AS_1D22.pdb
AS,7CCD,0.977,0.9759,21,0,1,60,0,3,,../MODNAP_AF3_models/AS/7CCD/af_output/as_7ccd/as_7ccd_model.cif,../MODNAP/AS/7CCD/AS_7CCD.pdb
AS,7CCJ,0.9535,0.9718,10,1,0,34,2,0,,../MODNAP_AF3_models/AS/7CCJ/af_output/as_7ccj/as_7ccj_model.cif,../MODNAP/AS/7CCJ/AS_7CCJ.pdb
ATM,1N5Y,0.9806,0.9528,50,0,2,111,6,5,,../MODNAP_AF3_models/ATM/1N5Y/af_output/atm_1n5y/atm_1n5y_model.cif,../MODNAP/ATM/1N5Y/ATM_1N5Y.pdb
ATM,1N6Q,0.9713,0.9562,50,0,3,120,4,7,,../MODNAP_AF3_models/ATM/1N6Q/af_output/atm_1n6q/atm_1n6q_model.cif,../MODNAP/ATM/1N6Q/ATM_1N6Q.pdb
ATM,3KLH,0.9617,0.9451,50,3,1,120,10,4,,../MODNAP_AF3_models/ATM/3KLH/af_output/atm_3klh/atm_3klh_model.cif,../MODNAP/ATM/3KLH/ATM_3KLH.pdb
AVC,1M5O,0.9676,0.9619,134,3,6,302,8,16,,../MODNAP_AF3_models/AVC/1M5O/af_output/avc_1m5o/avc_1m5o_model.cif,../MODNAP/AVC/1M5O/AVC_1M5O.pdb
B8T,6WY2,0.9759,0.9449,20,0,1,25,0,3,,../MODNAP_AF3_models/B8T/6WY2/af_output/b8t_6wy2/b8t_6wy2_model.cif,../MODNAP/B8T/6WY2/B8T_6WY2.pdb
BGM,1MDG,0.1581,0.1443,2,0,78,3,0,141,,../MODNAP_AF3_models/BGM/1MDG/af_output/bgm_1mdg/bgm_1mdg_model.cif,../MODNAP/BGM/1MDG/BGM_1MDG.pdb
BGM,1N7A,0.3522,0.3566,28,52,51,51,92,92,,../MODNAP_AF3_models/BGM/1N7A/af_output/bgm_1n7a/bgm_1n7a_model.cif,../MODNAP/BGM/1N7A/BGM_1N7A.pdb
BGM,1N7B,0.3522,0.3566,28,52,51,51,92,92,,../MODNAP_AF3_models/BGM/1N7B/af_output/bgm_1n7b/bgm_1n7b_model.cif,../MODNAP/BGM/1N7B/BGM_1N7B.pdb
BGM,2AWE,0.0,0.1374,0,0,63,8,24,98,,../MODNAP_AF3_models/BGM/2AWE/af_output/bgm_2awe/bgm_2awe_model.cif,../MODNAP/BGM/2AWE/BGM_2AWE.pdb
BGM,4NLK,1.0,0.9836,31,0,0,90,1,2,,../MODNAP_AF3_models/BGM/4NLK/af_output/bgm_4nlk/bgm_4nlk_model.cif,../MODNAP/BGM/4NLK/BGM_4NLK.pdb
BGM,4NM1,0.9864,0.9841,36,0,1,93,2,1,,../MODNAP_AF3_models/BGM/4NM1/af_output/bgm_4nm1/bgm_4nm1_model.cif,../MODNAP/BGM/4NM1/BGM_4NM1.pdb
BGM,4XSN,0.9,0.8839,9,1,1,15,3,1,,../MODNAP_AF3_models/BGM/4XSN/af_output/bgm_4xsn/bgm_4xsn_model.cif,../MODNAP/BGM/4XSN/BGM_4XSN.pdb
BGM,6JKN,0.0,0.9551,0,0,0,52,5,0,,../MODNAP_AF3_models/BGM/6JKN/af_output/bgm_6jkn/bgm_6jkn_model.cif,../MODNAP/BGM/6JKN/BGM_6JKN.pdb
BOE,1YBC,1.0,0.9475,8,0,0,27,2,1,,../MODNAP_AF3_models/BOE/1YBC/af_output/boe_1ybc/boe_1ybc_model.cif,../MODNAP/BOE/1YBC/BOE_1YBC.pdb
BRU,115D,1.0,0.9428,4,0,0,16,0,2,,../MODNAP_AF3_models/BRU/115D/af_output/bru_115d/bru_115d_model.cif,../MODNAP/BRU/115D/BRU_115D.pdb
BRU,165D,0.9271,0.936,19,1,2,29,1,3,,../MODNAP_AF3_models/BRU/165D/af_output/bru_165d/bru_165d_model.cif,../MODNAP/BRU/165D/BRU_165D.pdb
BRU,1AIO,1.0,0.9456,22,0,0,52,2,4,,../MODNAP_AF3_models/BRU/1AIO/af_output/bru_1aio/bru_1aio_model.cif,../MODNAP/BRU/1AIO/BRU_1AIO.pdb
BRU,1D3R,0.8729,0.8913,20,5,1,48,10,2,,../MODNAP_AF3_models/BRU/1D3R/af_output/bru_1d3r/bru_1d3r_model.cif,../MODNAP/BRU/1D3R/BRU_1D3R.pdb
BRU,1D9R,1.0,0.9307,14,0,0,47,3,4,,../MODNAP_AF3_models/BRU/1D9R/af_output/bru_1d9r/bru_1d9r_model.cif,../MODNAP/BRU/1D9R/BRU_1D9R.pdb
BRU,1DA1,1.0,0.9682,6,0,0,15,0,1,,../MODNAP_AF3_models/BRU/1DA1/af_output/bru_1da1/bru_1da1_model.cif,../MODNAP/BRU/1DA1/BRU_1DA1.pdb
BRU,1DCR,1.0,1.0,10,0,0,45,0,0,,../MODNAP_AF3_models/BRU/1DCR/af_output/bru_1dcr/bru_1dcr_model.cif,../MODNAP/BRU/1DCR/BRU_1DCR.pdb
BRU,1DP7,0.3015,0.4949,1,10,0,12,30,2,,../MODNAP_AF3_models/BRU/1DP7/af_output/bru_1dp7/bru_1dp7_model.cif,../MODNAP/BRU/1DP7/BRU_1DP7.pdb
BRU,1FN1,1.0,1.0,4,0,0,16,0,0,,../MODNAP_AF3_models/BRU/1FN1/af_output/bru_1fn1/bru_1fn1_model.cif,../MODNAP/BRU/1FN1/BRU_1FN1.pdb
BRU,1GQU,0.5774,0.9045,1,2,0,9,2,0,,../MODNAP_AF3_models/BRU/1GQU/af_output/bru_1gqu/bru_1gqu_model.cif,../MODNAP/BRU/1GQU/BRU_1GQU.pdb
BRU,1IHA,0.9535,0.9535,20,0,2,30,0,3,,../MODNAP_AF3_models/BRU/1IHA/af_output/bru_1iha/bru_1iha_model.cif,../MODNAP/BRU/1IHA/BRU_1IHA.pdb
BRU,1J6S,1.0,1.0,1,0,0,3,0,0,,../MODNAP_AF3_models/BRU/1J6S/af_output/bru_1j6s/bru_1j6s_model.cif,../MODNAP/BRU/1J6S/BRU_1J6S.pdb
BRU,1JPQ,0.0,0.9571,0,0,0,78,3,4,,../MODNAP_AF3_models/BRU/1JPQ/af_output/bru_1jpq/bru_1jpq_model.cif,../MODNAP/BRU/1JPQ/BRU_1JPQ.pdb
BRU,1JXL,1.0,0.985,32,0,0,65,0,2,,../MODNAP_AF3_models/BRU/1JXL/af_output/bru_1jxl/bru_1jxl_model.cif,../MODNAP/BRU/1JXL/BRU_1JXL.pdb
BRU,1K8P,0.0,0.9798,0,0,1,48,0,2,,../MODNAP_AF3_models/BRU/1K8P/af_output/bru_1k8p/bru_1k8p_model.cif,../MODNAP/BRU/1K8P/BRU_1K8P.pdb
BRU,1P54,0.766,0.7638,13,5,3,35,15,7,,../MODNAP_AF3_models/BRU/1P54/af_output/bru_1p54/bru_1p54_model.cif,../MODNAP/BRU/1P54/BRU_1P54.pdb
BRU,1R71,0.8769,0.9544,39,4,7,115,7,4,,../MODNAP_AF3_models/BRU/1R71/af_output/bru_1r71/bru_1r71_model.cif,../MODNAP/BRU/1R71/BRU_1R71.pdb
BRU,1SM5,0.95,0.9602,19,1,1,48,3,1,,../MODNAP_AF3_models/BRU/1SM5/af_output/bru_1sm5/bru_1sm5_model.cif,../MODNAP/BRU/1SM5/BRU_1SM5.pdb
BRU,1WTP,0.825,0.8255,7,1,2,26,5,6,,../MODNAP_AF3_models/BRU/1WTP/af_output/bru_1wtp/bru_1wtp_model.cif,../MODNAP/BRU/1WTP/BRU_1WTP.pdb
BRU,1ZET,0.7862,0.8289,22,7,5,46,10,9,,../MODNAP_AF3_models/BRU/1ZET/af_output/bru_1zet/bru_1zet_model.cif,../MODNAP/BRU/1ZET/BRU_1ZET.pdb
BRU,2AVJ,0.0,0.5878,0,0,0,42,32,27,,../MODNAP_AF3_models/BRU/2AVJ/af_output/bru_2avj/bru_2avj_model.cif,../MODNAP/BRU/2AVJ/BRU_2AVJ.pdb
BRU,2DLJ,1.0,1.0,6,0,0,20,0,0,,../MODNAP_AF3_models/BRU/2DLJ/af_output/bru_2dlj/bru_2dlj_model.cif,../MODNAP/BRU/2DLJ/BRU_2DLJ.pdb
BRU,2GPX,1.0,1.0,6,0,0,20,0,0,,../MODNAP_AF3_models/BRU/2GPX/af_output/bru_2gpx/bru_2gpx_model.cif,../MODNAP/BRU/2GPX/BRU_2GPX.pdb
BRU,2H05,1.0,0.9608,8,0,0,24,0,2,,../MODNAP_AF3_models/BRU/2H05/af_output/bru_2h05/bru_2h05_model.cif,../MODNAP/BRU/2H05/BRU_2H05.pdb
BRU,2OBZ,0.9428,0.9747,8,0,1,19,0,1,,../MODNAP_AF3_models/BRU/2OBZ/af_output/bru_2obz/bru_2obz_model.cif,../MODNAP/BRU/2OBZ/BRU_2OBZ.pdb
BRU,2ORF,0.8468,0.7738,16,5,1,44,17,9,,../MODNAP_AF3_models/BRU/2ORF/af_output/bru_2orf/bru_2orf_model.cif,../MODNAP/BRU/2ORF/BRU_2ORF.pdb
BRU,2ORG,0.8468,0.6852,16,5,1,37,17,17,,../MODNAP_AF3_models/BRU/2ORG/af_output/bru_2org/bru_2org_model.cif,../MODNAP/BRU/2ORG/BRU_2ORG.pdb
BRU,2W36,0.7715,0.7757,5,2,1,19,11,1,,../MODNAP_AF3_models/BRU/2W36/af_output/bru_2w36/bru_2w36_model.cif,../MODNAP/BRU/2W36/BRU_2W36.pdb
BRU,2W7N,0.9877,0.9772,40,0,1,107,3,2,,../MODNAP_AF3_models/BRU/2W7N/af_output/bru_2w7n/bru_2w7n_model.cif,../MODNAP/BRU/2W7N/BRU_2W7N.pdb
BRU,344D,1.0,1.0,6,0,0,20,0,0,,../MODNAP_AF3_models/BRU/344D/af_output/bru_344d/bru_344d_model.cif,../MODNAP/BRU/344D/BRU_344D.pdb
BRU,366D,1.0,0.9759,6,0,0,20,0,1,,../MODNAP_AF3_models/BRU/366D/af_output/bru_366d/bru_366d_model.cif,../MODNAP/BRU/366D/BRU_366D.pdb
BRU,3BS1,0.9886,0.9849,43,0,1,97,0,3,,../MODNAP_AF3_models/BRU/3BS1/af_output/bru_3bs1/bru_3bs1_model.cif,../MODNAP/BRU/3BS1/BRU_3BS1.pdb
BRU,3GDD,0.0,1.0,0,0,0,7,0,0,,../MODNAP_AF3_models/BRU/3GDD/af_output/bru_3gdd/bru_3gdd_model.cif,../MODNAP/BRU/3GDD/BRU_3GDD.pdb
BRU,3OGD,1.0,1.0,15,0,0,37,0,0,,../MODNAP_AF3_models/BRU/3OGD/af_output/bru_3ogd/bru_3ogd_model.cif,../MODNAP/BRU/3OGD/BRU_3OGD.pdb
BRU,3OH6,0.9733,0.991,18,0,1,55,0,1,,../MODNAP_AF3_models/BRU/3OH6/af_output/bru_3oh6/bru_3oh6_model.cif,../MODNAP/BRU/3OH6/BRU_3OH6.pdb
BRU,3OH9,1.0,0.9655,19,0,0,55,0,4,,../MODNAP_AF3_models/BRU/3OH9/af_output/bru_3oh9/bru_3oh9_model.cif,../MODNAP/BRU/3OH9/BRU_3OH9.pdb
BRU,3QSC,1.0,0.8,1,0,0,12,3,3,,../MODNAP_AF3_models/BRU/3QSC/af_output/bru_3qsc/bru_3qsc_model.cif,../MODNAP/BRU/3QSC/BRU_3QSC.pdb
BRU,3QXR,0.1667,0.4361,2,6,16,68,83,93,,../MODNAP_AF3_models/BRU/3QXR/af_output/bru_3qxr/bru_3qxr_model.cif,../MODNAP/BRU/3QXR/BRU_3QXR.pdb
BRU,3TQ6,0.9688,0.9829,62,2,2,144,2,3,,../MODNAP_AF3_models/BRU/3TQ6/af_output/bru_3tq6/bru_3tq6_model.cif,../MODNAP/BRU/3TQ6/BRU_3TQ6.pdb
BRU,3VWB,0.9644,0.945,54,1,3,163,8,11,,../MODNAP_AF3_models/BRU/3VWB/af_output/bru_3vwb/bru_3vwb_model.cif,../MODNAP/BRU/3VWB/BRU_3VWB.pdb
BRU,4NOD,0.9392,0.923,107,11,3,293,31,18,,../MODNAP_AF3_models/BRU/4NOD/af_output/bru_4nod/bru_4nod_model.cif,../MODNAP/BRU/4NOD/BRU_4NOD.pdb
BRU,4RIP,0.866,0.9506,12,4,0,86,7,2,,../MODNAP_AF3_models/BRU/4RIP/af_output/bru_4rip/bru_4rip_model.cif,../MODNAP/BRU/4RIP/BRU_4RIP.pdb
BRU,5EV1,0.0,0.7071,0,0,0,1,0,1,,../MODNAP_AF3_models/BRU/5EV1/af_output/bru_5ev1/bru_5ev1_model.cif,../MODNAP/BRU/5EV1/BRU_5EV1.pdb
BRU,5EV2,0.0,1.0,0,0,0,1,0,0,,../MODNAP_AF3_models/BRU/5EV2/af_output/bru_5ev2/bru_5ev2_model.cif,../MODNAP/BRU/5EV2/BRU_5EV2.pdb
BRU,5EV3,0.0,1.0,0,0,0,2,0,0,,../MODNAP_AF3_models/BRU/5EV3/af_output/bru_5ev3/bru_5ev3_model.cif,../MODNAP/BRU/5EV3/BRU_5EV3.pdb
BRU,5EV4,0.0,0.8165,0,0,0,2,0,1,,../MODNAP_AF3_models/BRU/5EV4/af_output/bru_5ev4/bru_5ev4_model.cif,../MODNAP/BRU/5EV4/BRU_5EV4.pdb
BRU,5MVL,0.9682,0.9279,15,0,1,45,3,4,,../MODNAP_AF3_models/BRU/5MVL/af_output/bru_5mvl/bru_5mvl_model.cif,../MODNAP/BRU/5MVL/BRU_5MVL.pdb
BRU,5VBJ,0.7906,0.7781,10,6,0,27,16,1,,../MODNAP_AF3_models/BRU/5VBJ/af_output/bru_5vbj/bru_5vbj_model.cif,../MODNAP/BRU/5VBJ/BRU_5VBJ.pdb
BRU,5W1Z,0.0,0.8216,0,0,0,9,1,3,,../MODNAP_AF3_models/BRU/5W1Z/af_output/bru_5w1z/bru_5w1z_model.cif,../MODNAP/BRU/5W1Z/BRU_5W1Z.pdb
BRU,6JJE,0.8056,0.8814,29,7,7,78,11,10,,../MODNAP_AF3_models/BRU/6JJE/af_output/bru_6jje/bru_6jje_model.cif,../MODNAP/BRU/6JJE/BRU_6JJE.pdb
BRU,6M4T,0.5647,0.5145,24,19,18,63,56,63,,../MODNAP_AF3_models/BRU/6M4T/af_output/bru_6m4t/bru_6m4t_model.cif,../MODNAP/BRU/6M4T/BRU_6M4T.pdb
BRU,6ROR,1.0,0.9858,28,0,0,69,0,2,,../MODNAP_AF3_models/BRU/6ROR/af_output/bru_6ror/bru_6ror_model.cif,../MODNAP/BRU/6ROR/BRU_6ROR.pdb
BRU,6TZR,0.4811,0.3578,5,13,1,13,42,11,,../MODNAP_AF3_models/BRU/6TZR/af_output/bru_6tzr/bru_6tzr_model.cif,../MODNAP/BRU/6TZR/BRU_6TZR.pdb
BRU,6WCK,0.8944,0.9374,8,0,2,148,4,16,,../MODNAP_AF3_models/BRU/6WCK/af_output/bru_6wck/bru_6wck_model.cif,../MODNAP/BRU/6WCK/BRU_6WCK.pdb
BRU,6XLW,0.0,1.0,0,0,0,3,0,0,,../MODNAP_AF3_models/BRU/6XLW/af_output/bru_6xlw/bru_6xlw_model.cif,../MODNAP/BRU/6XLW/BRU_6XLW.pdb
BRU,6XLX,0.0,1.0,0,0,0,3,0,0,,../MODNAP_AF3_models/BRU/6XLX/af_output/bru_6xlx/bru_6xlx_model.cif,../MODNAP/BRU/6XLX/BRU_6XLX.pdb
BRU,7K30,0.9684,0.9672,61,1,3,191,3,10,,../MODNAP_AF3_models/BRU/7K30/af_output/bru_7k30/bru_7k30_model.cif,../MODNAP/BRU/7K30/BRU_7K30.pdb
BRU,7K32,1.0,0.9793,61,0,0,189,5,3,,../MODNAP_AF3_models/BRU/7K32/af_output/bru_7k32/bru_7k32_model.cif,../MODNAP/BRU/7K32/BRU_7K32.pdb
BRU,7S3A,0.0,0.866,0,0,0,3,0,1,,../MODNAP_AF3_models/BRU/7S3A/af_output/bru_7s3a/bru_7s3a_model.cif,../MODNAP/BRU/7S3A/BRU_7S3A.pdb
BRU,7XKM,0.7526,0.7815,18,8,4,46,17,9,,../MODNAP_AF3_models/BRU/7XKM/af_output/bru_7xkm/bru_7xkm_model.cif,../MODNAP/BRU/7XKM/BRU_7XKM.pdb
BRU,8EJP,0.9656,0.9301,42,1,2,112,4,13,,../MODNAP_AF3_models/BRU/8EJP/af_output/bru_8ejp/bru_8ejp_model.cif,../MODNAP/BRU/8EJP/BRU_8EJP.pdb
BRU,9C7A,0.0,1.0,0,0,0,3,0,0,,../MODNAP_AF3_models/BRU/9C7A/af_output/bru_9c7a/bru_9c7a_model.cif,../MODNAP/BRU/9C7A/BRU_9C7A.pdb
BRU,9C7B,0.0,1.0,0,0,0,3,0,0,,../MODNAP_AF3_models/BRU/9C7B/af_output/bru_9c7b/bru_9c7b_model.cif,../MODNAP/BRU/9C7B/BRU_9C7B.pdb
BRU,9EFF,0.8997,0.8932,17,4,0,45,9,2,,../MODNAP_AF3_models/BRU/9EFF/af_output/bru_9eff/bru_9eff_model.cif,../MODNAP/BRU/9EFF/BRU_9EFF.pdb
C2S,4XIC,0.9852,0.9596,33,1,0,95,4,4,,../MODNAP_AF3_models/C2S/4XIC/af_output/c2s_4xic/c2s_4xic_model.cif,../MODNAP/C2S/4XIC/C2S_4XIC.pdb
C34,133D,1.0,0.9512,10,0,0,19,0,2,,../MODNAP_AF3_models/C34/133D/af_output/c34_133d/c34_133d_model.cif,../MODNAP/C34/133D/C34_133D.pdb
C34,2OKS,1.0,1.0,18,0,0,52,0,0,,../MODNAP_AF3_models/C34/2OKS/af_output/c34_2oks/c34_2oks_model.cif,../MODNAP/C34/2OKS/C34_2OKS.pdb
C34,6GCF,0.9747,0.9923,19,1,0,64,1,0,,../MODNAP_AF3_models/C34/6GCF/af_output/c34_6gcf/c34_6gcf_model.cif,../MODNAP/C34/6GCF/C34_6GCF.pdb
C36,1MHT,1.0,0.9706,17,0,0,65,4,0,,../MODNAP_AF3_models/C36/1MHT/af_output/c36_1mht/c36_1mht_model.cif,../MODNAP/C36/1MHT/C36_1MHT.pdb
C37,4DKJ,1.0,0.9875,25,0,0,79,1,1,,../MODNAP_AF3_models/C37/4DKJ/af_output/c37_4dkj/c37_4dkj_model.cif,../MODNAP/C37/4DKJ/C37_4DKJ.pdb
C38,1ANA,0.8944,0.8452,4,0,1,5,0,2,,../MODNAP_AF3_models/C38/1ANA/af_output/c38_1ana/c38_1ana_model.cif,../MODNAP/C38/1ANA/C38_1ANA.pdb
C38,1MEY,0.3721,0.3228,6,4,20,17,21,56,,../MODNAP_AF3_models/C38/1MEY/af_output/c38_1mey/c38_1mey_model.cif,../MODNAP/C38/1MEY/C38_1MEY.pdb
C38,1UE2,1.0,0.9067,4,0,0,29,4,2,,../MODNAP_AF3_models/C38/1UE2/af_output/c38_1ue2/c38_1ue2_model.cif,../MODNAP/C38/1UE2/C38_1UE2.pdb
C38,1V3O,1.0,0.9005,4,0,0,27,2,4,,../MODNAP_AF3_models/C38/1V3O/af_output/c38_1v3o/c38_1v3o_model.cif,../MODNAP/C38/1V3O/C38_1V3O.pdb
C38,1V3P,1.0,0.9154,4,0,0,27,2,3,,../MODNAP_AF3_models/C38/1V3P/af_output/c38_1v3p/c38_1v3p_model.cif,../MODNAP/C38/1V3P/C38_1V3P.pdb
C38,2PVI,0.9574,0.9368,22,2,0,51,6,1,,../MODNAP_AF3_models/C38/2PVI/af_output/c38_2pvi/c38_2pvi_model.cif,../MODNAP/C38/2PVI/C38_2PVI.pdb
C38,3I5L,1.0,0.9831,22,0,0,58,1,1,,../MODNAP_AF3_models/C38/3I5L/af_output/c38_3i5l/c38_3i5l_model.cif,../MODNAP/C38/3I5L/C38_3I5L.pdb
C38,3OMJ,1.0,1.0,22,0,0,65,0,0,,../MODNAP_AF3_models/C38/3OMJ/af_output/c38_3omj/c38_3omj_model.cif,../MODNAP/C38/3OMJ/C38_3OMJ.pdb
C45,1DA2,0.9487,0.9512,9,1,0,19,2,0,,../MODNAP_AF3_models/C45/1DA2/af_output/c45_1da2/c45_1da2_model.cif,../MODNAP/C45/1DA2/C45_1DA2.pdb
C45,1I3T,0.9608,0.9577,24,0,2,68,3,3,,../MODNAP_AF3_models/C45/1I3T/af_output/c45_1i3t/c45_1i3t_model.cif,../MODNAP/C45/1I3T/C45_1I3T.pdb
C45,1I47,0.9608,0.9584,24,0,2,69,2,4,,../MODNAP_AF3_models/C45/1I47/af_output/c45_1i47/c45_1i47_model.cif,../MODNAP/C45/1I47/C45_1I47.pdb
C45,1J8L,0.9813,0.993,26,0,1,71,0,1,,../MODNAP_AF3_models/C45/1J8L/af_output/c45_1j8l/c45_1j8l_model.cif,../MODNAP/C45/1J8L/C45_1J8L.pdb
C46,223D,0.9487,0.9234,9,0,1,18,1,2,,../MODNAP_AF3_models/C46/223D/af_output/c46_223d/c46_223d_model.cif,../MODNAP/C46/223D/C46_223D.pdb
C46,417D,0.9354,0.9512,7,1,0,19,2,0,,../MODNAP_AF3_models/C46/417D/af_output/c46_417d/c46_417d_model.cif,../MODNAP/C46/417D/C46_417D.pdb
C49,1DCT,1.0,0.9919,47,0,0,123,1,1,,../MODNAP_AF3_models/C49/1DCT/af_output/c49_1dct/c49_1dct_model.cif,../MODNAP/C49/1DCT/C49_1DCT.pdb
C49,7L4C,0.9697,0.9469,64,2,2,107,5,7,,../MODNAP_AF3_models/C49/7L4C/af_output/c49_7l4c/c49_7l4c_model.cif,../MODNAP/C49/7L4C/C49_7L4C.pdb
C49,7L4F,0.9886,0.9725,43,1,0,106,2,4,,../MODNAP_AF3_models/C49/7L4F/af_output/c49_7l4f/c49_7l4f_model.cif,../MODNAP/C49/7L4F/C49_7L4F.pdb
C49,7L4H,0.9901,0.9777,50,1,0,109,4,1,,../MODNAP_AF3_models/C49/7L4H/af_output/c49_7l4h/c49_7l4h_model.cif,../MODNAP/C49/7L4H/C49_7L4H.pdb
C49,7L4K,0.9685,0.9735,46,2,1,110,4,2,,../MODNAP_AF3_models/C49/7L4K/af_output/c49_7l4k/c49_7l4k_model.cif,../MODNAP/C49/7L4K/C49_7L4K.pdb
C49,7L4M,1.0,0.9725,45,0,0,106,3,3,,../MODNAP_AF3_models/C49/7L4M/af_output/c49_7l4m/c49_7l4m_model.cif,../MODNAP/C49/7L4M/C49_7L4M.pdb
C49,7L4N,0.9792,0.978,47,1,1,111,2,3,,../MODNAP_AF3_models/C49/7L4N/af_output/c49_7l4n/c49_7l4n_model.cif,../MODNAP/C49/7L4N/C49_7L4N.pdb
C49,8T1U,0.955,0.9561,63,1,5,108,2,8,,../MODNAP_AF3_models/C49/8T1U/af_output/c49_8t1u/c49_8t1u_model.cif,../MODNAP/C49/8T1U/C49_8T1U.pdb
CBR,101D,0.9608,0.9368,24,0,2,66,2,7,,../MODNAP_AF3_models/CBR/101D/af_output/cbr_101d/cbr_101d_model.cif,../MODNAP/CBR/101D/CBR_101D.pdb
CBR,154D,1.0,1.0,4,0,0,10,0,0,,../MODNAP_AF3_models/CBR/154D/af_output/cbr_154d/cbr_154d_model.cif,../MODNAP/CBR/154D/CBR_154D.pdb
CBR,1AWC,0.9883,0.9725,42,0,1,106,2,4,,../MODNAP_AF3_models/CBR/1AWC/af_output/cbr_1awc/cbr_1awc_model.cif,../MODNAP/CBR/1AWC/CBR_1AWC.pdb
CBR,1DN4,0.0,0.8452,0,0,0,5,2,0,,../MODNAP_AF3_models/CBR/1DN4/af_output/cbr_1dn4/cbr_1dn4_model.cif,../MODNAP/CBR/1DN4/CBR_1DN4.pdb
CBR,1DN5,0.0,0.8452,0,0,0,5,2,0,,../MODNAP_AF3_models/CBR/1DN5/af_output/cbr_1dn5/cbr_1dn5_model.cif,../MODNAP/CBR/1DN5/CBR_1DN5.pdb
CBR,1EM0,1.0,0.9436,6,0,0,25,1,2,,../MODNAP_AF3_models/CBR/1EM0/af_output/cbr_1em0/cbr_1em0_model.cif,../MODNAP/CBR/1EM0/CBR_1EM0.pdb
CBR,1F6J,1.0,0.9608,10,0,0,12,1,0,,../MODNAP_AF3_models/CBR/1F6J/af_output/cbr_1f6j/cbr_1f6j_model.cif,../MODNAP/CBR/1F6J/CBR_1F6J.pdb
CBR,1FUF,1.0,0.993,38,0,0,71,0,1,,../MODNAP_AF3_models/CBR/1FUF/af_output/cbr_1fuf/cbr_1fuf_model.cif,../MODNAP/CBR/1FUF/CBR_1FUF.pdb
CBR,1IH2,1.0,1.0,6,0,0,8,0,0,,../MODNAP_AF3_models/CBR/1IH2/af_output/cbr_1ih2/cbr_1ih2_model.cif,../MODNAP/CBR/1IH2/CBR_1IH2.pdb
CBR,1IH6,0.7559,0.7416,8,6,0,11,9,0,,../MODNAP_AF3_models/CBR/1IH6/af_output/cbr_1ih6/cbr_1ih6_model.cif,../MODNAP/CBR/1IH6/CBR_1IH6.pdb
CBR,1IJW,0.9864,0.9891,36,0,1,90,0,2,,../MODNAP_AF3_models/CBR/1IJW/af_output/cbr_1ijw/cbr_1ijw_model.cif,../MODNAP/CBR/1IJW/CBR_1IJW.pdb
CBR,1IK5,0.975,0.9722,39,1,1,70,2,2,,../MODNAP_AF3_models/CBR/1IK5/af_output/cbr_1ik5/cbr_1ik5_model.cif,../MODNAP/CBR/1IK5/CBR_1IK5.pdb
